emotion,sentiment,textual_sentiment_predicted,textual_sentiment_score,transcription_ground_truth,transcription_ASR,WER,file_path
neutral,neutral,negative,0.51537024974823,"But um, I dont think its anything serious.",I don't think it's anything serious.,0.5,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia12_utt7.wav
surprise,negative,negative,0.8364065885543823,This sounds like a hernia. You have toyou-you go to the doctor!,"This sounds like a honey. You have to, you go to the doctor.",0.25,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia12_utt8.wav
fear,negative,negative,0.6484943628311157,"No way! Kay look, if I have to go to the doctor for anything its gonna be for this thing sticking out of my stomach!","Okay, look, if I'm gonna go to the doctor for anything, it's gonna be for this thing sticking out of my stomach.",0.28,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia12_utt9.wav
disgust,negative,negative,0.7482016086578369,Thats a hernia.,That's a hernia.,0.3333333333333333,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia12_utt10.wav
anger,negative,negative,0.6549764275550842,Why did I have to start working out again?  Damn you 15s!,But I have to start working out again. Damn you 15s!,0.16666666666666666,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia12_utt11.wav
joy,positive,positive,0.9843150973320007,I love your place! Where is this guy from?,I love your place. Where's the sky from?,0.4444444444444444,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia13_utt0.wav
neutral,neutral,positive,0.5523014068603516,Uh thats an eighteenth century Indian artifact from Calcutta.,"That's an 18th century Indian artifact from Calcutta. Oh wow. So, you're more than just dinosaur's.",1.2222222222222223,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia13_utt1.wav
surprise,positive,neutral,0.6492235064506531,"Oh wow! So, youre more than just dinosaurs.","Oak, ow. So, you're more than just dinosaurs.",0.375,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia13_utt2.wav
neutral,neutral,positive,0.6137418150901794,So much more.,So much more.,0.0,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia13_utt3.wav
neutral,neutral,positive,0.9485976099967957,"Well, well to sum up, were having fun, you look young.","Oh well, well, to sum up. We're having fun. You look young.",0.18181818181818182,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia14_utt0.wav
neutral,neutral,negative,0.7107088565826416,Okay,"Okay, look that's not enough",4.0,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia14_utt1.wav
neutral,neutral,negative,0.8664246201515198,But thats not enough. So Soheres a key to my apartment.,"Okay, look, that's not enough. So... so...",0.8181818181818182,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia14_utt2.wav
surprise,positive,neutral,0.6801595687866211,Really?!,Really? Really?,1.0,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia14_utt3.wav
neutral,neutral,neutral,0.5239169597625732,You dont think this is too fast.,You don't think this is too fast? No!,0.2857142857142857,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia14_utt5.wav
anger,negative,negative,0.5747957825660706,Get Out!,"This is my wife Nancy. Look, get out!",3.0,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia15_utt0.wav
neutral,neutral,neutral,0.8796058893203735,"Ross, can I talk to you for a minute?","Ross, can I talk to you for a minute?",0.0,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia15_utt1.wav
neutral,neutral,neutral,0.5679398775100708,"Yes, please!  So, what's going on?","Yes, please. So what's going on?",0.0,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia15_utt2.wav
sadness,negative,neutral,0.619343638420105,"Uh, well... Joey and I broke up.","Well, don't we not broke up?",0.5714285714285714,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia15_utt3.wav
surprise,negative,negative,0.5020036697387695,"Oh my God, wh-what happened?","Oh my god, what happened? Joey is a great guy.",1.2,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia15_utt4.wav
sadness,negative,neutral,0.7067606449127197,"Joey is a great guy, but we're just... so different! I mean, during your speech he kept laughing at homo erectus!","But we're just... we're so different. I mean, like during your speech, you get the laughing at Homo erectus. I knew that was him.",0.7142857142857143,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia15_utt5.wav
anger,negative,neutral,0.6810297966003418,I knew that was him!,I knew that was him.,0.0,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia15_utt6.wav
sadness,negative,positive,0.6500144600868225,"Anyway I just, uh, I think it's for the best.","Anyway, I just, um, I think it's for the best.",0.1,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia15_utt7.wav
neutral,neutral,neutral,0.7963489890098572,"Hey, you ok?","Hey, are you okay?",0.6666666666666666,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia15_utt8.wav
sadness,negative,neutral,0.7499606013298035,I guess.,I guess.,0.0,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia15_utt9.wav
neutral,neutral,neutral,0.740123987197876,There was hum...  there was another reason that I thought it was time to end it with Joey.,There was um... There was another reason that I thought it was time to end it with Joey.,0.05555555555555555,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia15_utt10.wav
neutral,neutral,neutral,0.5664854049682617,I started to realize that I was having feelings for someone  else.,I started to realize that I was having feelings for someone else.,0.0,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia15_utt11.wav
neutral,neutral,neutral,0.8346288800239563,"Ok Geller. Last day of the conference, you know what happens to the keynote speaker.","Okay, Deller. Last day of the conference. You know what happens to the keynote speaker.",0.13333333333333333,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia15_utt12.wav
neutral,neutral,neutral,0.8138347268104553,"Oh, professor Clerk we're kind of in the middle of a conversation, here.","Professor Clarke, we're kind of in the middle of a conversation here.",0.15384615384615385,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia15_utt13.wav
neutral,neutral,neutral,0.8173782825469971,"Yeah, can you guys just throw him in the pool later?","I mean, yeah, can't you guys just throw in the pool later?",0.36363636363636365,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia15_utt14.wav
joy,positive,neutral,0.7110883593559265,Or we could throw you both in,or we could throw you both in now.,0.14285714285714285,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia15_utt15.wav
anger,negative,neutral,0.6808366179466248,"Ok, gentlemen!","Okay, gentlemen.",0.5,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia15_utt16.wav
anger,negative,neutral,0.5740265250205994,Please!,please.,0.0,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia15_utt17.wav
anger,negative,negative,0.7034531235694885,Aren't we a little old for this?,Aren't we a little old for this?,0.0,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia15_utt18.wav
neutral,neutral,neutral,0.7762961983680725,"I mean, we're scientists, right?",I mean we're scientists.,0.2,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia15_utt19.wav
anger,negative,neutral,0.722169041633606,We're academics.,all right we're academic.,1.5,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia15_utt20.wav
joy,positive,neutral,0.6822288632392883,And most importantly I... you-you will have to catch us first.,"And most importantly, you will have to catch us first.",0.18181818181818182,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia15_utt21.wav
joy,positive,positive,0.7287001609802246,"GO, GO, GO!",Go! Go!,0.3333333333333333,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia15_utt22.wav
joy,positive,positive,0.7509554624557495,"Go, go, go!","Go, go, go!",0.0,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia16_utt0.wav
joy,positive,neutral,0.5695176124572754,"Oh yeah, now everybody wants to be under this hat!",Now everybody wants to be under the hat.,0.3,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia16_utt1.wav
disgust,negative,neutral,0.6958022117614746,Oy!!,Oh...,1.0,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia16_utt2.wav
surprise,negative,negative,0.8374016880989075,Whats with all this sand?,What's with all this sand?,0.2,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia16_utt3.wav
neutral,neutral,neutral,0.6971173882484436,"Oh, yeah, Bob said there might be flood damage.","Uh, yeah, Bob's center might be slid down.",0.6666666666666666,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia16_utt4.wav
neutral,neutral,positive,0.5851008892059326,"Yeah, either that, or he has a really big cat.","Hey, to that area's a really big cat.",0.5,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia16_utt5.wav
anger,negative,negative,0.7290955781936646,"Okay, see that blind guy right there? I'm gonna bash his head in later.","Okay, do I see that blind guy right there? I'm gonna bash his head in later",0.14285714285714285,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia17_utt0.wav
joy,positive,positive,0.8490909934043884,"Oh umm, my big scene is coming up. Big scene coming up.",My big scene's coming up. The big scene coming out.,0.5,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia17_utt1.wav
neutral,neutral,neutral,0.8628363609313965,"If you said, ""Big lima bean, bubbling up."" Would she understand the difference?","If you said big lima being bubbling up, would she understand the difference?",0.07692307692307693,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia17_utt2.wav
neutral,neutral,neutral,0.8175750970840454,Rach? What are you doing?,Wait. 3,1.0,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia17_utt3.wav
fear,negative,negative,0.8932860493659973,"Oh boy, I just can't watch. It's too scary!",What I just can't watch is just scary,0.4444444444444444,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia17_utt4.wav
neutral,neutral,neutral,0.5022010207176208,It's a diaper commercial.,It's a diaper commercial.,0.0,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia17_utt5.wav
fear,negative,positive,0.6156806945800781,"Oh yeah well, you know me, babies, responsibilities, ahhh!!!","Oh yeah, well you know me, baby, is responsible-",0.3333333333333333,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia17_utt6.wav
joy,positive,positive,0.6141783595085144,Pizza delivery!,I need to deliver it! I'll get it! I'll get the-,5.5,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia17_utt7.wav
joy,positive,neutral,0.5769055485725403,I'll get it! I will get that!,And then it was more,0.8571428571428571,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia17_utt8.wav
joy,positive,positive,0.7171877026557922,Hi!,Hi!,0.0,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia17_utt9.wav
neutral,neutral,neutral,0.8808119297027588,"Hey, you wanna get something to eat or uh, do you wanna see how long we can throw this ball back and forth? Huh?",Do you want to get something in or do you want to see how long you can throw this ball back and forth?,0.4166666666666667,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia18_utt0.wav
neutral,neutral,neutral,0.8731608390808105,"Uhh, the ball thing.",Err... the ball thing.,0.25,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia18_utt1.wav
neutral,neutral,neutral,0.5797720551490784,Yeah?,Yeah.,0.0,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia18_utt2.wav
joy,positive,positive,0.6675507426261902,"Hey Ross, wouldn't it be great if we could go two straight hours without dropping it?!","Hey Ross, wouldn't it be great if we could go for like two straight hours without dropping it?",0.125,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia18_utt3.wav
neutral,neutral,neutral,0.6555907726287842,"Uhh,","Yeah, wood.",2.0,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia18_utt4.wav
joy,positive,positive,0.5673623085021973,Okay!,Let's do it. Okay.,3.0,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia18_utt5.wav
fear,negative,neutral,0.6692677140235901,Uh-oh.,Uh oh. What?,3.0,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia18_utt6.wav
sadness,negative,neutral,0.5068221092224121,I have to pee. And Rachel's in the bathroom!,I have to pee. Rachel's in the bathroom.,0.1111111111111111,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia18_utt8.wav
surprise,positive,negative,0.8761909008026123,"Man, I didn't think we were gonna make it!","Man, I didn't think we were gonna make it.",0.0,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia18_utt9.wav
fear,negative,neutral,0.7787175178527832,"I know!  Don't switch hands, okay?","I know. Don't switch hands, okay?",0.0,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia18_utt10.wav
neutral,neutral,neutral,0.9164488315582275,Hey.,"I think. Russell, me ask you a question.",8.0,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia19_utt0.wav
neutral,neutral,negative,0.42875781655311584,How did it go with Erin?,How did I go with Aaron? Unbelievable.,0.5,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia20_utt0.wav
joy,positive,positive,0.9817788600921631,"Oh, unbelievable! We had the best time!",We had the best time.,0.2857142857142857,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia20_utt1.wav
joy,positive,neutral,0.41963157057762146,"Yay!! Oh so, youre not, youre not mad at us anymore?","Oh, so you're not you're not mad at us anymore. No, no, no, you guys are totally right",1.0,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia20_utt2.wav
joy,positive,negative,0.5419975519180298,No!,"So you're not, you're not.",5.0,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia20_utt3.wav
joy,positive,neutral,0.4264238774776459,No!,I'm not mad at us anymore. Don't!,7.0,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia20_utt4.wav
joy,positive,negative,0.48954659700393677,No!,"No, no, no.",2.0,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia20_utt5.wav
joy,positive,positive,0.9326896667480469,You guys were totally right!,you guys are totally right.,0.2,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia20_utt6.wav
joy,positive,positive,0.980043888092041,This is so much better than the first time we went out.,This was so much better than the first time we went out.,0.08333333333333333,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia20_utt7.wav
neutral,neutral,neutral,0.7192927598953247,Yknow?,It will set all terrain to be habitat for India.,10.0,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia20_utt8.wav
neutral,neutral,negative,0.8618624210357666,"That was so awkward, we were really nervous.","That was so awkward, we were both really nervous.",0.125,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia20_utt9.wav
neutral,neutral,neutral,0.8703065514564514,Didnt you sleep together?,Didn't you sleep together?,0.25,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia20_utt10.wav
neutral,neutral,positive,0.9390152096748352,"Yeah, that really calms me down.","Yeah, that really calms me down.",0.0,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia20_utt11.wav
