emotion,sentiment,textual_sentiment_predicted,textual_sentiment_score,transcription_ground_truth,file_path
anger,negative,positive,0.5446375608444214,I knew that was him!,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia15_utt6.wav
sadness,negative,positive,0.6465286016464233,"Anyway I just, uh, I think it's for the best.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia15_utt7.wav
neutral,neutral,neutral,0.6499135494232178,"Hey, you ok?",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia15_utt8.wav
sadness,negative,neutral,0.7499606013298035,I guess.,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia15_utt9.wav
neutral,neutral,neutral,0.7249895930290222,There was hum...  there was another reason that I thought it was time to end it with Joey.,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia15_utt10.wav
neutral,neutral,neutral,0.6472379565238953,I started to realize that I was having feelings for someone  else.,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia15_utt11.wav
neutral,neutral,neutral,0.8278898596763611,"Ok Geller. Last day of the conference, you know what happens to the keynote speaker.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia15_utt12.wav
neutral,neutral,neutral,0.7712697982788086,"Oh, professor Clerk we're kind of in the middle of a conversation, here.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia15_utt13.wav
neutral,neutral,neutral,0.5811573266983032,"Yeah, can you guys just throw him in the pool later?",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia15_utt14.wav
joy,positive,neutral,0.7551959753036499,Or we could throw you both in,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia15_utt15.wav
anger,negative,positive,0.5467122793197632,"Ok, gentlemen!",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia15_utt16.wav
anger,negative,positive,0.6554749011993408,Please!,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia15_utt17.wav
anger,negative,negative,0.7034531235694885,Aren't we a little old for this?,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia15_utt18.wav
neutral,neutral,neutral,0.7921991348266602,"I mean, we're scientists, right?",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia15_utt19.wav
anger,negative,neutral,0.8142065405845642,We're academics.,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia15_utt20.wav
joy,positive,neutral,0.6814417243003845,And most importantly I... you-you will have to catch us first.,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia15_utt21.wav
joy,positive,positive,0.8000528812408447,"GO, GO, GO!",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia15_utt22.wav
joy,positive,positive,0.7509554624557495,"Go, go, go!",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia16_utt0.wav
joy,positive,neutral,0.41340383887290955,"Oh yeah, now everybody wants to be under this hat!",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia16_utt1.wav
disgust,negative,positive,0.8523421287536621,Oy!!,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia16_utt2.wav
surprise,negative,negative,0.8207169771194458,Whats with all this sand?,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia16_utt3.wav
neutral,neutral,negative,0.5333758592605591,"Oh, yeah, Bob said there might be flood damage.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia16_utt4.wav
neutral,neutral,neutral,0.6062329411506653,"Yeah, either that, or he has a really big cat.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia16_utt5.wav
anger,negative,negative,0.8254550099372864,"Okay, see that blind guy right there? I'm gonna bash his head in later.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia17_utt0.wav
joy,positive,positive,0.8260009288787842,"Oh umm, my big scene is coming up. Big scene coming up.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia17_utt1.wav
neutral,neutral,neutral,0.855226993560791,"If you said, ""Big lima bean, bubbling up."" Would she understand the difference?",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia17_utt2.wav
neutral,neutral,neutral,0.8030016422271729,Rach? What are you doing?,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia17_utt3.wav
fear,negative,negative,0.9029790163040161,"Oh boy, I just can't watch. It's too scary!",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia17_utt4.wav
neutral,neutral,neutral,0.5022010207176208,It's a diaper commercial.,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia17_utt5.wav
fear,negative,positive,0.7404669523239136,"Oh yeah well, you know me, babies, responsibilities, ahhh!!!",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia17_utt6.wav
joy,positive,positive,0.794751763343811,Pizza delivery!,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia17_utt7.wav
joy,positive,positive,0.8849141001701355,I'll get it! I will get that!,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia17_utt8.wav
joy,positive,positive,0.7171877026557922,Hi!,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia17_utt9.wav
joy,positive,positive,0.7171877026557922,Hi!,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia17_utt10.wav
neutral,neutral,neutral,0.8653655648231506,"Hey, you wanna get something to eat or uh, do you wanna see how long we can throw this ball back and forth? Huh?",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia18_utt0.wav
neutral,neutral,neutral,0.8606175780296326,"Uhh, the ball thing.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia18_utt1.wav
neutral,neutral,neutral,0.8118994235992432,Yeah?,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia18_utt2.wav
joy,positive,positive,0.7477870583534241,"Hey Ross, wouldn't it be great if we could go two straight hours without dropping it?!",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia18_utt3.wav
neutral,neutral,neutral,0.7850245237350464,"Uhh,",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia18_utt4.wav
joy,positive,positive,0.729993999004364,Okay!,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia18_utt5.wav
fear,negative,neutral,0.7193808555603027,Uh-oh.,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia18_utt6.wav
neutral,neutral,neutral,0.6546458005905151,What?,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia18_utt7.wav
sadness,negative,negative,0.7347471117973328,I have to pee. And Rachel's in the bathroom!,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia18_utt8.wav
surprise,positive,negative,0.8765959143638611,"Man, I didn't think we were gonna make it!",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia18_utt9.wav
fear,negative,neutral,0.6907318234443665,"I know!  Don't switch hands, okay?",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia18_utt10.wav
neutral,neutral,neutral,0.623418927192688,Hey.,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia19_utt0.wav
neutral,neutral,positive,0.7106263041496277,Hey!,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia19_utt1.wav
neutral,neutral,neutral,0.944229245185852,How did it go with Erin?,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia20_utt0.wav
joy,positive,positive,0.9859267473220825,"Oh, unbelievable! We had the best time!",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia20_utt1.wav
joy,positive,positive,0.8575212359428406,"Yay!! Oh so, youre not, youre not mad at us anymore?",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia20_utt2.wav
joy,positive,neutral,0.4806745946407318,No!,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia20_utt3.wav
joy,positive,neutral,0.4806745946407318,No!,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia20_utt4.wav
joy,positive,neutral,0.4806745946407318,No!,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia20_utt5.wav
joy,positive,positive,0.9724647402763367,You guys were totally right!,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia20_utt6.wav
joy,positive,positive,0.9806391596794128,This is so much better than the first time we went out.,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia20_utt7.wav
neutral,neutral,neutral,0.8755233287811279,Yknow?,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia20_utt8.wav
neutral,neutral,negative,0.8690115213394165,"That was so awkward, we were really nervous.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia20_utt9.wav
neutral,neutral,neutral,0.8429104685783386,Didnt you sleep together?,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia20_utt10.wav
neutral,neutral,positive,0.9390152096748352,"Yeah, that really calms me down.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia20_utt11.wav
joy,positive,positive,0.6290774345397949,And!,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia20_utt12.wav
joy,positive,positive,0.9808989763259888,We have so much in common!,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia20_utt13.wav
joy,positive,positive,0.8106000423431396,"She loves sandwiches, sports, although she is a Met fan, not much of an issue now but if we were ever to have kids, well thats a",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia20_utt14.wav
surprise,positive,negative,0.6202935576438904,"Oh my God! Listen to you talkin about having kids. Oh my Joey.  Oh, please dont get married before I do.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia20_utt15.wav
neutral,neutral,neutral,0.5692520141601562,Okay.,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia20_utt16.wav
surprise,negative,neutral,0.5114849209785461,How does she do that?,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia21_utt0.wav
neutral,neutral,negative,0.7780627608299255,I cannot sleep in a public place.,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia21_utt1.wav
joy,positive,positive,0.8368263244628906,Would you look at her? She is so peaceful.,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia21_utt2.wav
surprise,positive,positive,0.6615598201751709,Oh! What what what! ...Hi.,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia21_utt3.wav
neutral,neutral,neutral,0.6750560998916626,"It's okay, y'know, you just nodded off again.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia21_utt4.wav
surprise,positive,neutral,0.809403121471405,What's going on with you?,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia21_utt5.wav
anger,negative,negative,0.7456406950950623,I got no sleep last night!,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia21_utt6.wav
neutral,neutral,neutral,0.6985015869140625,Why?,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia21_utt7.wav
disgust,negative,negative,0.7572585344314575,"My grandmother has this new boyfriend, and they're both kind of insecure in bed.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia21_utt8.wav
neutral,neutral,negative,0.7229750156402588,"Oh, and deaf.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia21_utt9.wav
neutral,neutral,positive,0.8047633767127991,"So they're constantly, like, having to reassure each other that they're having a good time.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia21_utt10.wav
disgust,negative,negative,0.5112531185150146,You have no idea how loud they are!,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia21_utt11.wav
neutral,neutral,neutral,0.6726572513580322,"Well, if you want, you can stay with Rachel and me tonight.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia21_utt12.wav
joy,positive,positive,0.7302913665771484,Thanks.,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia21_utt13.wav
disgust,negative,negative,0.8960041999816895,Ew! What is that? Something exploded!,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia22_utt0.wav
neutral,neutral,neutral,0.5608888864517212,"It's just her water breaking. Calm down, will you?",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia22_utt1.wav
surprise,negative,neutral,0.5342854261398315,"Water breaking, what do you mean? What's that, water breaking?",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia22_utt2.wav
neutral,neutral,neutral,0.5780954360961914,"Breathe, breathe, breathe.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia22_utt3.wav
surprise,negative,negative,0.9268203377723694,"Are you insane? I mean Joey, is going to kill you, hes actually going to kill you dead.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia23_utt0.wav
anger,negative,neutral,0.7367275357246399,Okay! You dont think I thought of that?,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia23_utt1.wav
surprise,negative,neutral,0.599028468132019,How can you not know which one?,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia23_utt2.wav
joy,positive,negative,0.8041910529136658,I mean thats unbelievable.,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia23_utt3.wav
neutral,neutral,neutral,0.8810936212539673,"I mean, was it Gina?",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia23_utt4.wav
neutral,neutral,neutral,0.9206310510635376,Which one is Gina?,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia23_utt5.wav
neutral,neutral,neutral,0.8175134062767029,"Dark, big hair, with the airplane earrings.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia23_utt6.wav
neutral,neutral,negative,0.6052043437957764,"No, no, no, thats Dina.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia23_utt7.wav
surprise,negative,negative,0.7988796830177307,"You see you cant tell which one is which either, dwha!!",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia23_utt8.wav
neutral,neutral,neutral,0.5406443476676941,"I dont know, you thought See you Saturday was funny.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia24_utt0.wav
neutral,neutral,positive,0.6902438402175903,"Look honey, Mark is in fashion okay, I like having a friend that I can share this stuff with.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia24_utt1.wav
neutral,neutral,negative,0.8166842460632324,You guys would never want to go to a lecture with me.,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia24_utt2.wav
joy,positive,positive,0.9875457882881165,Pa-haa!! I would love to go with you.,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia24_utt3.wav
surprise,positive,neutral,0.5289692878723145,Really!?,c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia24_utt4.wav
neutral,neutral,positive,0.5692340731620789,"Yeah, hey I-I have clothes, I even pick them out.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia24_utt5.wav
neutral,neutral,neutral,0.61566162109375,"I mean for, for all you know I could be a fashion..... monger.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia24_utt6.wav
joy,positive,positive,0.8714661598205566,"Okay. Honey, I would love for you to go with me.  What?",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia24_utt7.wav
fear,negative,negative,0.7166382670402527,"What should I wear, now Im all nervous.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia24_utt8.wav
joy,positive,positive,0.9883861541748047,": I know, we did it!! Hey, that was incredible, huh?!",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia25_utt0.wav
joy,positive,positive,0.9878240823745728,"I know, it was amazing! I mean, we totally nailed it, it was beautiful.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia25_utt1.wav
joy,positive,positive,0.9167569279670715,": Thank you, listen, thanks a lot Tribbiani, . Oh my God, look at the time, I gotta catch the bus to the ball.",c:\Users\User\Downloads\[YTS]Github\FYP\emotion_api\dataset_meld\audio\wav_train\dia25_utt2.wav
